Book_ID,Title,Authors,LoCC,Keyword,Snippet
61701,O. Henry Encore,"Henry, O.",PS,opium,"coat collars turned up, laughing loudly and scattering slang and coarse jests. Down gloomy side streets steal a few dim figures, clinging to the shadows, walking with dragging, shuffling feet down the inclined plane of eternity. These are disreputable, but harmless, creatures, who have stolen out to buy cocaine and opium with which to dull the bite of misery's sharp tooth. In high windows dim lights burn, where anxious love watches by the bedside of suffering mortality through the long night watches, listening to the moans that it cannot quiet, and wondering at the mysterious Great Plan that so hides its"
61734,Postscripts,"Henry, O.",PS,paregoric,"the alderman and suffered from the encounter to the extent of two black eyes and a coat split up the back. And then he had to go all round and explain that what he meant was that he had seen the alderman's wife give him a dime to buy some paregoric for the baby. Relieved A Houston gentleman who is worth somewhere up in the hundreds of thousands and lives on eleven dollars a week, was sitting in his private office a few days ago, when a desperate looking man entered and closed the door carefully behind him. The man had"
61834,The City of Dreadful Night,"Kipling, Rudyard",DS; PR,chandu,"bodies, and the man with the mongoose sinking, sinking on to his knees, his head bowed forward, and the little hairy devil chattering on the nape of his neck. After this the fetid night air seems almost cool, for the hut is as hot as a furnace. “See the _pukka chandu_ shops in full blast to-morrow. Now for Colootollah. Come through the huts. There is no decoration about _this_ vice.” The huts now gave place to houses very tall and spacious and very dark. But for the narrowness of the streets we might have stumbled upon Chouringhi in the dark. An"
61834,The City of Dreadful Night,"Kipling, Rudyard",DS; PR,opium,"clear out--they have no love for the Police--and there remain only four men lying down and one standing up. This latter has a pet mongoose coiled round his neck. He speaks English fluently. Yes, he has no fear. It was a private smoking party and--“No business to-night--show how you smoke opium.” “Aha! You want to see. Very good, I show. Hiya! you”--he kicks a man on the floor--“show how opium-smoking.” The kickee grunts lazily and turns on his elbow. The mongoose, always keeping to the man’s neck, erects every hair of its body like an angry cat, and chatters in its"
61834,The City of Dreadful Night,"Kipling, Rudyard",DS; PR,opium,"the remainder, assured and trebly assured that the Police really mean “no pidgin,” return to the table and stand round while the croupier proceeds to manipulate the cowries, the little curved slip of bamboo and the soup-bowl. They never gamble, these innocents. They only come to look on, and smoke opium in the next room. Yet as the game progresses their eyes light up, and one by one they drop in to deposit their pice on odd or even--the number of the cowries that are covered and left uncovered by the little soup-bowl. _Mythan_ is the name of the amusement, and,"
61932,Come and Find Me,"Robins, Elizabeth",PS,poppy,"“Oh!” Mrs. Mar was on her feet. “Is this Mrs. Blumpitty?” Before that little person knew what had happened, she was on the other side of the room, shrinking into the extreme corner of a big, red satin sofa—not unlike some sort of insect hiding in the heart of a poppy. But it was idle trying to escape from Mrs. Mar. She prodded her prisoner with pointed questions, and there was no manner of doubt but “Mis’ Bumble Bee” was intensely frightened. But she must have come out of the ordeal uncommon well, for the catechist rose at the end of"
61983,Southey,"Dowden, Edward",PR,soporific,"writes Southey, “I sat at the end of a long form, in sight but not within feeling of the fire, my feet cold, my eyelids heavy as lead, and yet not daring to close them—kept awake by fear alone, in total inaction, and under the operation of a lecture more soporific than the strongest sleeping dose.” While the boys’ souls were thus provided for, there was a certain negligence in matters unspiritual; an alarm got abroad that infection was among them. This hastened the downfall of the school. One night disputing was heard between Charley and his father; in the morning"
62030,"A Capillary Crime, and Other Stories","Millet, Francis Davis",PS,narcotic,"this large dose of laudanum early in the morning, as it was found that he had been in bed during the entire day, and was seen by the servant to be sleeping at three o’clock in the afternoon. His iron constitution and great physical strength overcoming the effects of the narcotic, he probably awoke to consciousness late in the afternoon. Finding himself still alive, in the agonies of despair and disappointment at the unsuccessful attempt to dream over the chasm into the next world, he seized his knife and madly stabbed himself, doubtless feeling little pain, and only happily conscious that"
62030,"A Capillary Crime, and Other Stories","Millet, Francis Davis",PS,laudanum,"took his accustomed seat at our table, near the window which opened out upon the glass-covered court-yard of the small hotel where we used to dine, a score of us, artists and students all. He looked very weary and hollow-eyed; said he had been unwell, had taken an overdose of laudanum for neuralgia, and had been confined to his room for a few days. Expecting each day to be able to go out the next morning, he had neglected to send us word, and so the week had passed. As he was speaking I noticed a dog in the court-yard, the"
62030,"A Capillary Crime, and Other Stories","Millet, Francis Davis",PS,laudanum,"in the breast. Few of the cuts would not have proved mortal, and the ferocity with which the fatal knife had been plunged again and again into his breast testified to the madness of the determination to destroy his life. On the dressing-table by the bed we found two small laudanum vials, both empty, and one over-turned, as if placed hastily beside its fellow. In all probability poor Reiner took this large dose of laudanum early in the morning, as it was found that he had been in bed during the entire day, and was seen by the servant to be"
62030,"A Capillary Crime, and Other Stories","Millet, Francis Davis",PS,laudanum,"and again into his breast testified to the madness of the determination to destroy his life. On the dressing-table by the bed we found two small laudanum vials, both empty, and one over-turned, as if placed hastily beside its fellow. In all probability poor Reiner took this large dose of laudanum early in the morning, as it was found that he had been in bed during the entire day, and was seen by the servant to be sleeping at three o’clock in the afternoon. His iron constitution and great physical strength overcoming the effects of the narcotic, he probably awoke to"
